amfi_code,date,nav,daily_return,rolling_sharpe
100016,2022-06-15,463.7261,-0.005621556619663792,-1.895535938380359
100016,2022-06-16,461.2993,-0.0052332616171484325,-1.9975499161433794
100016,2022-06-17,459.9666,-0.0028890137054186082,-2.169364476937928
100016,2022-06-20,457.6317,-0.005076238144247847,-2.0868005062895403
100016,2022-06-21,458.7099,0.002356043080057546,-1.9512915869927316
100016,2022-06-22,460.4075,0.003700813956707849,-1.9671395762679005
100016,2022-06-23,456.9604,-0.0074870630908489,-2.481758450664706
100016,2022-06-24,462.3501,0.011794676300178386,-2.238737249994954
100016,2022-06-27,458.6076,-0.008094515389960977,-2.482087593550275
100016,2022-06-28,452.344,-0.013657863498119038,-2.6921757591488795
100016,2022-06-29,454.0998,0.0038815591673593275,-2.9917640310478997
100016,2022-06-30,451.0707,-0.006670560083928745,-2.872059304703426
100016,2022-07-01,452.584,0.0033549064481466218,-2.833618159494721
100016,2022-07-04,443.3196,-0.020470012196630916,-2.919143271281399
100016,2022-07-05,449.0289,0.01287851924435568,-2.339586443177823
100016,2022-07-06,451.9322,0.006465730824897875,-2.2749787232082643
100016,2022-07-07,446.2213,-0.012636630007775596,-2.514208031254102
100016,2022-07-08,440.6669,-0.012447635287692438,-2.680949450590388
100016,2022-07-11,447.4448,0.01538100547147958,-2.3662512993294
100016,2022-07-12,444.7739,-0.0059692279360492595,-3.107485455889035
100016,2022-07-13,441.7416,-0.006817621267794727,-3.194497485332405
100016,2022-07-14,433.2246,-0.019280502447584724,-3.58175730946714
100016,2022-07-15,432.1093,-0.00257441521095525,-3.5368739246543983
100016,2022-07-18,431.4649,-0.0014912893566512153,-3.6249474341637913
100016,2022-07-19,434.4201,0.006849224583506119,-3.4581938503569005
100016,2022-07-20,429.3142,-0.011753369606977149,-3.5931784386085663
100016,2022-07-21,423.8151,-0.012809033570285067,-4.175209172223235
100016,2022-07-22,425.7236,0.004503142997972498,-4.324579154903138
100016,2022-07-25,429.7419,0.009438753219224827,-4.154390919502407
100016,2022-07-26,424.047,-0.013251907714839861,-4.08310573970327
100016,2022-07-27,428.3319,0.010104776121514725,-3.8163167245229017
100016,2022-07-28,428.6948,0.0008472401892083425,-4.436245634750191
100016,2022-07-29,433.0659,0.010196298158970052,-4.17384849868916
100016,2022-08-01,433.0211,-0.00010344845899901145,-4.410983423950491
100016,2022-08-02,423.7137,-0.021494102712315777,-5.032993307822265
100016,2022-08-03,423.3646,-0.0008239053870573443,-5.101874914426713
100016,2022-08-04,427.5619,0.009914149647844761,-4.744467114616615
100016,2022-08-05,424.424,-0.0073390542983367,-4.584498047607093
100016,2022-08-08,423.1925,-0.0029015795525229038,-4.789659438847004
100016,2022-08-09,422.7537,-0.001036880379496341,-4.687289214578101
100016,2022-08-10,412.293,-0.024744195024194893,-5.046478285946468
100016,2022-08-11,418.6311,0.015372805262277023,-4.4954677963223455
100016,2022-08-12,415.5307,-0.0074060431726166165,-4.590834010792183
100016,2022-08-15,417.6036,0.004988560412022336,-4.50264704210255
100016,2022-08-16,417.4997,-0.00024880053716003214,-4.566161940071376
100016,2022-08-17,422.3739,0.011674738927956119,-4.147942726058757
100016,2022-08-18,424.1079,0.004105367306076468,-4.3100710638781905
100016,2022-08-19,423.4485,-0.0015547930137588262,-4.253515963135869
100016,2022-08-22,420.3416,-0.007337137810146888,-4.15827132842854
100016,2022-08-23,423.5281,0.007580739094108058,-3.989049253036682
100016,2022-08-24,416.803,-0.015878757513373976,-4.2485912610255525
100016,2022-08-25,419.4003,0.006231481059397304,-4.157779774282296
100016,2022-08-26,415.5691,-0.009134948162888845,-4.596908226196193
100016,2022-08-29,420.401,0.011627187873208156,-4.307018136098331
100016,2022-08-30,421.2166,0.0019400524737096525,-4.258760268738732
100016,2022-08-31,423.8348,0.006215804410367287,-3.9772261422860993
100016,2022-09-01,424.3603,0.001239869873828292,-4.115372000500516
100016,2022-09-02,418.068,-0.014827730115187565,-4.386331567079026
100016,2022-09-05,415.1206,-0.007050049274280656,-4.450160740505708
100016,2022-09-06,417.805,0.006466554538608671,-4.0729616655864795
100016,2022-09-07,418.6355,0.001987769413960949,-4.334151862297798
100016,2022-09-08,423.2368,0.01099118445521241,-3.9216752381423325
100016,2022-09-09,424.9639,0.004080694306355159,-3.7563438472890724
100016,2022-09-12,421.5737,-0.007977618804797415,-3.966400722956295
100016,2022-09-13,418.8403,-0.006483801053054239,-3.913020880868729
100016,2022-09-14,419.437,0.0014246480102320103,-3.6813786352087083
100016,2022-09-15,411.1759,-0.019695687314185473,-3.6990613316765275
100016,2022-09-16,417.5046,0.015391709484918747,-3.49937742813373
100016,2022-09-19,419.3505,0.004421268651890298,-3.3372643759724103
100016,2022-09-20,424.1319,0.011401917965997432,-3.7504977559223236
100016,2022-09-21,418.4765,-0.013334059522521091,-3.824137512589087
100016,2022-09-22,423.3133,0.011558116166618726,-3.439652129606671
100016,2022-09-23,431.9494,0.02040120166316539,-2.90264667755458
100016,2022-09-26,427.1671,-0.011071435682049824,-3.134029226672085
100016,2022-09-27,430.305,0.007345837261343302,-2.927263169361627
100016,2022-09-28,430.5313,0.0005259060433877583,-3.031421742065119
100016,2022-09-29,424.9261,-0.013019262478709326,-3.1033725892658977
100016,2022-09-30,426.9974,0.004874494647422178,-2.8228578575225822
100016,2022-10-03,430.3701,0.007898642942556489,-2.4294484325632033
100016,2022-10-04,428.3154,-0.00477426289605154,-2.216931355318741
100016,2022-10-05,432.9656,0.010856952610155846,-1.9330465100161427
100016,2022-10-06,426.8679,-0.014083566916170631,-2.1262222436822076
100016,2022-10-07,421.495,-0.012586797929757698,-2.245309741524513
100016,2022-10-10,422.2208,0.0017219658596188125,-2.439629023927991
100016,2022-10-11,422.5333,0.0007401340720305516,-2.6533204503049865
100016,2022-10-12,420.0881,-0.005786999509861168,-2.710616499424705
100016,2022-10-13,423.3166,0.007685292680273514,-2.3158558040141872
100016,2022-10-14,425.5227,0.0052114658390434165,-2.1375971506463345
100016,2022-10-17,428.9765,0.008116605765097873,-1.8980976633023612
100016,2022-10-18,428.7321,-0.0005697281785831398,-1.8158974526827367
100016,2022-10-19,431.2389,0.005847007956716999,-1.6080621089264588
100016,2022-10-20,429.769,-0.0034085515012676204,-1.5765471528056618
100016,2022-10-21,437.8501,0.018803357152330724,-1.1625507965100452
100016,2022-10-24,434.9481,-0.006627839070951436,-1.1887035151969836
100016,2022-10-25,443.3278,0.01926597679125397,-0.8737283302923388
100016,2022-10-26,443.6931,0.0008239952468580558,-0.9239126440547387
100016,2022-10-27,438.5694,-0.01154784692392119,-0.9898466725181323
100016,2022-10-28,444.122,0.012660710026737076,-0.973880124566472
100016,2022-10-31,444.8448,0.0016274807372749223,-0.8099148793730009
100016,2022-11-01,448.4277,0.00805426971384171,-0.43991866374381156
100016,2022-11-02,453.5279,0.011373516845636367,-0.3086356118507514
100016,2022-11-03,455.1164,0.0035025408580156014,-0.13425961823235985
100016,2022-11-04,452.9791,-0.004696161245782315,-0.2725251223511075
100016,2022-11-07,457.1295,0.009162453631966772,0.24122518937331755
100016,2022-11-08,457.3685,0.0005228277763740241,0.025056610399435915
100016,2022-11-09,460.3808,0.00658615536487539,0.027181976251729613
100016,2022-11-10,451.9519,-0.018308539365672893,-0.07229975713407735
100016,2022-11-11,453.9711,0.004467732075028152,0.22539250216578702
100016,2022-11-14,451.6546,-0.005102747729976542,-0.1373561281295308
100016,2022-11-15,458.5248,0.015211181287647646,0.23788175477055162
100016,2022-11-16,461.2893,0.006029117727111011,0.4651840333606527
100016,2022-11-17,462.5046,0.0026345722738418953,0.87199572453813
100016,2022-11-18,464.7322,0.004816384528932183,1.0053236953714308
100016,2022-11-21,460.8957,-0.008255291972452117,0.8791073819588019
100016,2022-11-22,467.7825,0.014942209267736928,1.0150745575140656
100016,2022-11-23,476.316,0.01824245242179856,1.5379887579891909
100016,2022-11-24,478.216,0.003988948513172108,1.8553007215620987
100016,2022-11-25,485.221,0.014648192448600605,2.0175887720911145
100016,2022-11-28,483.0407,-0.004493416402010619,1.7737297694553533
100016,2022-11-29,479.9044,-0.0064928276230139526,1.9102575141712397
100016,2022-11-30,480.3253,0.0008770496790611038,1.7528171734421816
100016,2022-12-01,482.4201,0.004361211037603008,1.8150507785020975
100016,2022-12-02,480.9949,-0.002954271598550773,1.5844333801903878
100016,2022-12-05,483.5309,0.005272405175190009,1.6799565052344916
100016,2022-12-06,485.0894,0.0032231652620340334,2.193412555670759
100016,2022-12-07,481.0854,-0.00825414861672924,2.04380960705022
100016,2022-12-08,483.5409,0.005104083391431091,1.9619491380796799
100016,2022-12-09,487.4889,0.008164769515877524,2.254410101498171
100016,2022-12-12,488.4785,0.0020299949393718375,2.3490929698360565
100016,2022-12-13,493.7241,0.01073865072874236,2.5565379727582505
100016,2022-12-14,488.7036,-0.010168634668633825,2.9309043193879263
100016,2022-12-15,490.9778,0.004653536417575044,2.7571739642446307
100016,2022-12-16,486.1873,-0.009757060298856701,2.7024606568147216
100016,2022-12-19,481.6822,-0.00926618198377449,2.408322174380016
100016,2022-12-20,479.2566,-0.005035685354368602,2.309959047822765
100016,2022-12-21,475.5366,-0.007762021430690713,1.9394679197552862
100016,2022-12-22,473.4881,-0.0043077651646582504,1.775024250373325
100016,2022-12-23,472.8386,-0.0013717345800242642,1.7786536931379473
100016,2022-12-26,476.5883,0.00793019013253149,2.0759759276244716
100016,2022-12-27,475.4855,-0.002313946859375249,1.8888836827080948
100016,2022-12-28,469.1246,-0.013377695008575441,1.947487778033186
100016,2022-12-29,474.1097,0.01062638795748505,2.024101305858531
100016,2022-12-30,470.8654,-0.006842931076921577,2.074300368137415
100016,2023-01-02,470.8644,-2.123749164861799e-06,1.862499529944382
100016,2023-01-03,472.9663,0.0044639178498098175,1.9103970275545783
100016,2023-01-04,474.0441,0.002278809293600803,1.8366982703459958
100016,2023-01-05,478.8877,0.0102176147746591,2.000872009445754
100016,2023-01-06,481.1631,0.004751427109111361,2.422833831584225
100016,2023-01-09,477.7684,-0.007055196044750689,2.422717111059468
100016,2023-01-10,487.2879,0.0199249259683143,2.6315128278318287
100016,2023-01-11,488.3757,0.0022323558619041783,2.6362057283424294
100016,2023-01-12,487.9931,-0.0007834132615525125,2.4219502955881906
100016,2023-01-13,492.4132,0.009057710037293498,2.5102454426478658
100016,2023-01-16,493.7523,0.0027194640598586783,2.7346234698667073
100016,2023-01-17,495.7495,0.0040449431830495985,2.9528361194771726
100016,2023-01-18,507.0277,0.0227497960159313,3.2744088974841743
100016,2023-01-19,506.06,-0.0019085742258262428,3.7272436247225276
100016,2023-01-20,504.9042,-0.00228391890289692,3.4168586493762843
100016,2023-01-23,505.6844,0.001545243632356419,3.3610053605456116
100016,2023-01-24,510.7491,0.010015535381356466,3.3391684078369375
100016,2023-01-25,504.268,-0.012689400725326871,3.3566404681857076
100016,2023-01-26,495.8578,-0.01667803628229425,2.745381927635444
100016,2023-01-27,493.5515,-0.004651131836587052,2.3059257623773792
100016,2023-01-30,486.7415,-0.013797952189386509,2.239241431820243
100016,2023-01-31,485.1715,-0.003225531416573224,2.0311727215974873
100016,2023-02-01,487.5779,0.004959895624536914,2.117531559081071
100016,2023-02-02,484.0122,-0.007313087816326336,2.252279421833599
100016,2023-02-03,478.2065,-0.011994945581950245,1.8911203029134183
100016,2023-02-06,478.7459,0.0011279645927020354,1.7624559638218837
100016,2023-02-07,482.6505,0.008155892301114243,2.0180301151912157
100016,2023-02-08,475.7347,-0.014328794852590088,1.5018220345860518
100016,2023-02-09,479.4358,0.007779756238088131,1.9578169809036219
100016,2023-02-10,483.1532,0.007753697158201511,2.3901369420379677
100016,2023-02-13,487.4872,0.008970239667252411,2.52615503394756
100016,2023-02-14,493.0082,0.011325425570148262,2.7205115206895107
100016,2023-02-15,502.9354,0.020135973397602758,3.1756347831528005
100016,2023-02-16,501.6171,-0.002621211392158984,2.976368654831935
100016,2023-02-17,502.3612,0.001483402380022536,2.9055542166049118
100016,2023-02-20,500.7778,-0.0031519153947398015,2.6875821314316126
100016,2023-02-21,501.045,0.0005335699785413706,2.7099581683468705
100016,2023-02-22,508.1265,0.014133461066371256,2.8458441885177677
100016,2023-02-23,502.3938,-0.011282033115769474,2.666721184958564
100016,2023-02-24,498.8505,-0.007052833852646989,2.2016753456717586
100016,2023-02-27,505.2068,0.012741893613417155,2.570029728492595
100016,2023-02-28,510.0352,0.009557274367645086,2.4225124556057094
100016,2023-03-01,508.6667,-0.00268314814350068,2.350164277291367
100016,2023-03-02,512.7785,0.008083485708814786,2.7644604438821263
100016,2023-03-03,514.5893,0.0035313493057917977,2.6041223418413493
100016,2023-03-06,521.7123,0.013842106705289181,2.819949226296225
100016,2023-03-07,522.3246,0.0011736353541980105,2.690455389779974
100016,2023-03-08,527.3425,0.009606861327228211,2.6611139869749088
100016,2023-03-09,540.0526,0.024102172686631507,2.9693119057209056
100016,2023-03-10,543.1889,0.005807397279450122,3.1789716083793524
100016,2023-03-13,543.7057,0.0009514185580743462,3.030133690127779
100016,2023-03-14,547.4632,0.006910907867988314,3.149648614646324
100016,2023-03-15,545.984,-0.0027019167681041623,2.969137753798747
100016,2023-03-16,557.892,0.02181016293517768,3.7564357015190644
100016,2023-03-17,559.067,0.002106142407491074,3.711582660722308
100016,2023-03-20,558.0108,-0.0018892190023735989,3.783910409054572
100016,2023-03-21,554.1991,-0.006830871373815661,3.373466456098207
100016,2023-03-22,559.8766,0.010244513208339745,3.4441788164361866
100016,2023-03-23,564.466,0.008197163446373557,3.5443051963448178
100016,2023-03-24,562.2856,-0.003862765870752072,3.3679984482900225
100016,2023-03-27,565.443,0.005615295856767233,3.6629277723066376
100016,2023-03-28,558.258,-0.012706851088438498,3.1084368968801184
100016,2023-03-29,559.4579,0.0021493646306904868,2.8469006360719926
100016,2023-03-30,561.9861,0.0045190174274059025,2.8569223502553807
100016,2023-03-31,570.8065,0.015695050108890607,2.872024084082676
100016,2023-04-03,567.2319,-0.00626236736967789,2.8317665823514195
100016,2023-04-04,561.1622,-0.01070056179844614,2.7314833433261776
100016,2023-04-05,557.0355,-0.007353845287512262,2.5547717968157784
100016,2023-04-06,550.7921,-0.011208262310032246,2.2258854697411374
100016,2023-04-07,557.6109,0.012379988747115211,2.506805166317503
100016,2023-04-10,565.5706,0.014274649222244307,2.6545142529222843
100016,2023-04-11,567.4627,0.0033454709279443495,2.6567822402320123
100016,2023-04-12,573.9037,0.011350525770239983,3.033273297343335
100016,2023-04-13,574.8786,0.0016987170495676995,2.970173327195308
100016,2023-04-14,574.693,-0.0003228507723196383,2.814405733205175
100016,2023-04-17,573.3032,-0.002418334658678689,2.7260014099821475
100016,2023-04-18,572.031,-0.002219070118569033,2.4890170234923006
100016,2023-04-19,564.5669,-0.013048418704580511,2.4214459270904998
100016,2023-04-20,566.1761,0.0028503265069206307,2.3882041410566286
100016,2023-04-21,566.2668,0.00016019750745388528,2.599855795805638
100016,2023-04-24,570.2955,0.0071144909078193486,2.9343670554494814
100016,2023-04-25,571.0606,0.0013415851957452318,3.0682012237873306
100016,2023-04-26,570.536,-0.0009186415592321584,3.2206500343619253
100016,2023-04-27,566.4614,-0.007141705343746807,3.1555505404864324
100016,2023-04-28,567.1145,0.001152947049878339,3.2072382612149157
100016,2023-05-01,571.1134,0.007051309744328327,3.192170954533527
100016,2023-05-02,565.6753,-0.009521926818736759,3.0274815851294754
100016,2023-05-03,566.404,0.0012881948354470651,3.3667054543767265
100016,2023-05-04,567.8622,0.002574487468308906,3.2244328104633477
100016,2023-05-05,564.5686,-0.005799998661647265,3.249127997902819
100016,2023-05-08,561.939,-0.004657715643413329,3.1476764572432474
100016,2023-05-09,563.3736,0.002552946138282053,3.111140033571224
100016,2023-05-10,558.0581,-0.009435124400575479,2.853402961811468
100016,2023-05-11,560.0718,0.003608405648085844,2.7365981951043388
100016,2023-05-12,555.9534,-0.007353342910676908,2.4853526916032065
100016,2023-05-15,561.4787,0.0099384228965953,2.8205475075286475
100016,2023-05-16,573.4711,0.021358601849010395,2.8380627553457827
100016,2023-05-17,569.4279,-0.007050398877990416,2.642392206103683
100016,2023-05-18,572.4122,0.005240874217789404,2.7585121210368677
100016,2023-05-19,569.0487,-0.005876010329619041,2.4675424284673175
100016,2023-05-22,574.5931,0.009743278562977187,2.5927642625196667
100016,2023-05-23,568.5103,-0.01058627400851142,2.2875571642028523
100016,2023-05-24,571.2196,0.004765612865765156,2.002546329940768
100016,2023-05-25,567.1312,-0.007157317430984467,1.8907018897426033
100016,2023-05-26,566.3889,-0.0013088682125053097,1.9106842142740987
100016,2023-05-29,561.5519,-0.008540068493573916,1.7009103585459926
100016,2023-05-30,565.9312,0.007798566793202788,1.6615104911550542
100016,2023-05-31,562.059,-0.006842174455128136,1.7920593472926825
100016,2023-06-01,565.0931,0.005398187734739768,2.2786800186832656
100016,2023-06-02,563.6716,-0.002515514700144217,2.3255717161808827
100016,2023-06-05,563.3934,-0.0004935497903388875,2.6407064087255745
100016,2023-06-06,564.4191,0.001820575107908562,2.749752599903225
100016,2023-06-07,560.929,-0.0061835256815370165,2.5100244412859394
100016,2023-06-08,562.2606,0.0023739189808336114,2.7258291220660102
100016,2023-06-09,570.1945,0.014110716632109721,3.2762839376913475
100016,2023-06-12,566.5874,-0.006326086975584566,3.1052646596751035
100016,2023-06-13,572.7685,0.010909349554896641,3.151958953022839
100016,2023-06-14,580.6856,0.013822512934981601,3.7695418694820524
100016,2023-06-15,576.8184,-0.006659713965698533,3.4568334421251925
100016,2023-06-16,569.7576,-0.012240940996334326,3.0036252909947896
100016,2023-06-19,571.5717,0.0031839856107227504,2.896059270874058
100016,2023-06-20,569.1125,-0.004302522325720481,2.586368270665339
100016,2023-06-21,578.8674,0.017140547782731996,2.544614505056603
100016,2023-06-22,579.3439,0.0008231591552745332,2.619711555422552
100016,2023-06-23,575.5565,-0.006537395146475111,2.4402893389951377
100016,2023-06-26,570.057,-0.009555100150897444,2.289996678443311
100016,2023-06-27,575.8598,0.01017933294389839,2.4742179620253006
100016,2023-06-28,573.262,-0.004511167475138911,2.113317005508302
100016,2023-06-29,573.7795,0.0009027285953020492,2.3944115639572616
100016,2023-06-30,578.9351,0.008985333215982827,2.733617986779797
100016,2023-07-03,576.7654,-0.003747743054446029,2.4070532302190752
100016,2023-07-04,576.8293,0.00011079027972193956,2.219407649633833
100016,2023-07-05,577.0426,0.000369780106523665,2.286978516242493
100016,2023-07-06,580.8301,0.006563640188783415,2.2580380319786295
100016,2023-07-07,584.1654,0.005742298823700809,2.302334409074934
100016,2023-07-10,583.3333,-0.0014244253425484965,2.002746648727438
100016,2023-07-11,583.962,0.001077771490158419,2.000683568327357
100016,2023-07-12,582.3508,-0.00275908363900379,1.7431511586819868
100016,2023-07-13,575.1079,-0.012437348759545053,0.985076110000897
100016,2023-07-14,576.7133,0.002791476173427787,0.9197521635530181
100016,2023-07-17,586.7206,0.017352296192926442,1.2548532835321595
100016,2023-07-18,582.4661,-0.007251322009147132,0.9444130875114811
100016,2023-07-19,578.8072,-0.006281738971590012,0.863954866805391
100016,2023-07-20,574.6758,-0.007137782667527293,0.2457403568381993
100016,2023-07-21,578.6584,0.0069301682792282104,0.3525518208999096
100016,2023-07-24,581.2514,0.004481054798478601,0.49428604064500015
100016,2023-07-25,580.7388,-0.0008818903489953289,0.6299174133441279
100016,2023-07-26,576.3533,-0.00755158773617326,0.23181335109151113
100016,2023-07-27,577.1207,0.0013314749824457905,0.07795658637249517
100016,2023-07-28,569.5056,-0.013194986767932737,-0.13098558933568363
100016,2023-07-31,570.5207,0.001782423210588302,-0.21685784606542902
100016,2023-08-01,575.2193,0.008235634570314287,0.2529691670763972
100016,2023-08-02,569.2005,-0.01046348757769422,-0.030912011802599525
100016,2023-08-03,561.849,-0.01291548408689025,-0.41419888839146984
100016,2023-08-04,570.0239,0.014549994749478934,-0.4407342058910461
100016,2023-08-07,567.2493,-0.004867515204187156,-0.4105067232164594
100016,2023-08-08,573.2563,0.01058970015476457,0.06016401395615436
100016,2023-08-09,572.7737,-0.0008418572983848183,0.2052664191107334
100016,2023-08-10,572.2513,-0.0009120530499217017,0.4394533610594456
100016,2023-08-11,574.7646,0.004391951577916942,0.2627706577700229
100016,2023-08-14,570.5953,-0.007253926216054363,-0.23050658044831643
100016,2023-08-15,571.5572,0.0016857832512815474,-0.26901234964061743
100016,2023-08-16,569.9315,-0.00284433474024981,-0.6038447230047859
100016,2023-08-17,563.6234,-0.011068172227715278,-0.8919593951126086
100016,2023-08-18,565.5951,0.0034982578792861485,-0.8026473562319046
100016,2023-08-21,564.5744,-0.0018046478832649537,-0.7886714971533262
100016,2023-08-22,564.0841,-0.0008684417855289173,-0.7577803913606365
100016,2023-08-23,558.3838,-0.010105408041106045,-0.6943641334570104
100016,2023-08-24,566.5681,0.014657122932291378,-0.4117658691932973
100016,2023-08-25,571.2603,0.008281793486078826,-0.2253330103888019
100016,2023-08-28,576.4358,0.00905979288250891,-0.18077707504396678
100016,2023-08-29,575.1817,-0.002175610883293544,-0.2600831749913795
100016,2023-08-30,566.7691,-0.014625986883796904,-0.558521767639224
100016,2023-08-31,576.9127,0.017897235399742195,-0.004190734493958323
100016,2023-09-01,576.8994,-2.3053747993384555e-05,-0.02963487004525057
100016,2023-09-04,573.398,-0.006069342419146251,-0.3137496268608175
